artist,song,link,text
YG,1Am,/y/yg/1am_21079555.html,"It was 1 in the morning and I was up yawning  
Moms asked where I'm going, to the hood if you ain't knowing  
Pops locked up so mama couldn't stop me  
I was out the house ASAP Rocky  
And it wasn't cause she couldn't control us  
We wasn't babies, she just wanted to hold us  
And we ain't get disciplined, her friend started whisperin'  
About how she was a bad mama, mama said ""fuck 'em then""  
I was in the streets styling, nobody could tell me nothing  
Grandpa or grandma, not my auntie or my favorite cousin  
I was buzzin'  
Fucking all these hoes wearing no condoms, no nothing  
I used to ditch school when the homie had the Chevy  
I used to sneak and smoke stress weed  
  
But now I'm rolling on dubs  
How you feel, whooptie woop, nigga, what?  
Now I'm rolling on dubs  
How you feel, whooptie woop, nigga, what?  
All these hoes showing love  
How you feel, whooptie woop, nigga, what?  
All these hoes showing love  
How you feel, whooptie woop, nigga, what?  
  
SKKKRRRT, I was on a mission  
On a mission to the money, sun down 'til it sunny  
Know my family love me  
Riding in the car with 2 niggas and a pistol  
This ain't funny, I do it all for the money, hold up  
Slowly as I pull up to the donut stand  
I already know the plan, hop out and get on your mans  
And take what he got  
Go through pockets, wallets and socks, dig all the knots  
This a stick-up  
Phone ring, it's my mama in the middle of some drama  
So I don't pick up thinking I gotta get my shit up  
I gotta pick my bitch up  
Let's hurry up and leave, I feel the police near us  
So we left with a thousand dollars cash  
It was me and my nigga so you know I went half  
Shit get real when niggas get greedy  
Pop, pop, pop, pow, that's where he leave me

"
Ramones,My My Kind Of A Girl,/r/ramones/my+my+kind+of+a+girl_20113915.html,"When I saw you on Eighth Street  
You could make my life complete, baby  
Yeah, yeah, yeah  
You're my-my kind of a girl  
  
And when I saw you by  
The jukebox, ow-ow  
You put a quarter in and played  
My favorite song too, baby  
Yeah, yeah, yeah  
You're my-my kind of a girl  
  
I think we'd look pretty good together,  
Walking through a winter wonderland  
And this time I think it's forever  
I hope your parents understand  
  
When I saw you by the Peppermint Lounge  
You were lost but you've been found, baby  
Yeah, yeah, yeah  
You're my-my kind of a girl

"
Aerosmith,Gotta Love It,/a/aerosmith/gotta+love+it_20004285.html,"Any way you can feel it  
You shouldn't try to conceal it baby  
You got to make up your mind  
Any way I can steal it  
Any way you can deal it to me  
You know the pleasure's all mine  
You gotta love it  
You better own it  
You gotta love it  
And god knows it  
You gutta shu uh shove it  
I'm gonna make things happen  
Goin' round n' round n' round...  
That's right!  
I wanna say you're a firecracker  
I wanna say you're a switchblade knife  
You make your sex a career  
Comin' down from an all night tripper  
Pull your foot from the ruby slipper  
'Cause you can't get it from here  
You gotta love it  
You better own it  
You gotta love it  
And god knows it  
You gutta shu uh shove it  
I'm gonna make things happen  
Goin' round n' round n' round...  
Goin' round n' round n' round n' round....  
I got this feeling deep inside my love  
Overwhelming feeling but I know not what  
One thing's for sure I ain't got time for those  
Who can't relate  
You gotta learn to love the midnight madness  
You gotta revel in the good and badness  
If yin n' yang is your thing  
What I gotta do to try and reach ya  
Is it for real or just a double feature  
So let's go throw the I ching  
You gotta love it  
You better own it  
You gotta love it  
And god knows it  
You gutta shu uh shove it  
I'm gonna make things happen  
Goin' round n' round n' round...

"
Bee Gees,Bury Me Down By The River,/b/bee+gees/bury+me+down+by+the+river_20015807.html,"I wasn't born in the morning, no  
I must have been born in the night  
I've done my load and I'll carry my load  
And all I own is my life  
  
I wasn't born to be lucky,  
Cause luck had no future with me  
I've done my wrong and I'll sing, sing, sing my song  
and stand beneath the hanging tree  
  
Bury me down by the river  
Let all the towns people see  
Their enemy's dead, let me lay, lay my head  
Just put me down and set me free  
  
I wasn't born as a rich man, no  
A rich man I never, I never could be  
I've done my wrong and I'll sing, sing, sing my song  
And stand beneath the hanging tree (Everybody sing now)  
  
Bury me down by the river, lord no  
Let all the towns people see, see  
Their enemy's dead, let me lay, lay, lay my head  
Just put me down and set me free  
(I want to hear everybody sing)  
  
Bury me down by the river  
Let all the towns, let all the towns people see  
Their enemy's dead, let me lay, let met lay, let me lay my head along  
Just put me down and set me free (set me free)

"
Chaka Khan,Eternity,/c/chaka+khan/eternity_20028789.html,"Seems like an eternity since I've been in your arms  
A multitude of colorless hours pass  
I crave the life inside you, it keeps me from harm  
I only pray that it's not just another God  
  
Eternity, I want to be with you for all eternity  
Darling you be, the only one for me together for eternity  
  
I long to touch you (I long yo touch you)  
To feel the warmth in a world so cold  
Whenever we (ooh) -- I don't know  
But I want you all the time (I want to hold on)  
you are the beginning middle and end to every story told  
you are the science of my mind  
  
Eternity, I want to be with you for all eternity  
Darling you be, the only one for me together for eternity  
  
And it seems like a year away  
That you and I were making love  
One should take life from day to day  
But all my dreams are made of  
All my dreams are made of eternity

"
W.A.S.P.,Rebel In The F.D.G.,/w/wasp/rebel+in+the+fdg_20301830.html,"I live my life like a shot in the wind  
If tomorrow don't come I know  
I stole my share of fun for me  
Cause I'm too fast, too rad  
I'm going wasted when I go  
The cost of freedom's never free  
It's the deep six, it's my fix  
It's my best friend, cause it's my way or the highway  
I'll tell you it's the living end  
  
I'm a rebel in the FDG  
And I say only God in heaven knows  
I'm a bad child, come and love me  
And I say, oh yeah  
  
If you're fast you might last  
Slow you gotta go  
A wild one in the decadent zoo  
Ooh, I lick up all my seven deadly sins  
Cause I'm too hot, too cool  
Oh I've been playing in the fire of fools  
I might burn but I'll burn in the wind  
It's the deep six, it's my fix  
It's the big jam, cause it's my way or the highway  
I'll tell you what I am  
  
Oh I, I feel the heat and I, I touch the flesh and bone  
And I feel the kiss of fire  
Too fast to live, too fast to die  
Mom and daddy say, ""I'm dancing in the fire""  
  
Sometimes I feel like an animal in a cage  
I pace back and forth and look around  
For something to sink my teeth into  
But nobody knows what's going on inside me

"
Snoop Dogg,Doin' Too Much,/s/snoop+dogg/doin+too+much_20127214.html,"Hey yo, hey yo, hey yo, Quik check this out dog  
You know motherfuckers be doing way way too motherfucking much  
You know? That's real  
Just like baby right here, she doing too much  
  
Now if that nigga next to you got a rented car  
And he acting like it's his but you know it's not  
Say he doing too much, yeah nigga you doing too much  
And if that stuck-up bitch got the bar posted-up  
She acting like that hair's hers but you know what's up  
Say she doing too much, yeah baby you doing too much  
  
I gave my kinfolk the keys to my Suburb  
I told em ""Hit the side and slide and get the herb""  
But guess who's calling, Pipedream Patty  
Made that nigga park my who ride beside the alley  
Forget about that nigga though (fuck that nigga)  
Fuck that nigga yo  
But I can't forget about him cause he taught me everything I know  
Oh no Joe, walking down the wrong lane  
Tooting on that cocaine, fucking wit that wrong thing  
Niggas like that (what), get things like they want it (damn)  
Then fake the funk, doggonnit  
Now loc, look at this predicament  
You smoked out and can't be trusted, I can't kick it wit  
Niggas like you, used to be in my crew  
Goddamn, they don't make niggas like they used to  
I remember Marley Marl and the Juice Crew  
That's probably why I keep a tight grip on my deuce-deuce  
  
Now if you're doing for your family and you can't stand it  
Cause you know these motherfuckers trying take advantage  
Say they doing too much, yeah nigga you doing too much  
And if your kinfolk broke and he smoke dope  
And he need to catch a motherfucking different stroke  
Say he doing too much, yeah Joey you doing too much  
  
We parlay, parlay everyday DPG style  
We might throw a pool party every once in a while  
Now in fact we gon' do one this weekend  
Let's see how many hoes me and my nigga Rose can weed in  
I believe in, sharing the cock  
Also, I believe in comparing the cock  
Look, don't knock a nigga like me (why?)  
Cause she love the way I just beat up the pussy  
Not just knee deep, she was totally deep  
When she went down on me  
She blew a nigga socks off, got a nigga rocks off  
Oh wee, baby you's a freak  
Put my homey up on game like a gangsta  
But my homey fell in love and he banked her  
Ain't that a trip? Now we in a twist  
Back in the county wit the red ribbon on his wrist  
  
Now when a nigga hit his girl and she don't hit back  
And he get his third strike wit no get back  
Say he doing too much, yeah homey you doing too much  
And when the homey in the pen, doing a sin  
And his girlfriend fucking wit his best friend  
Say she doing too much, hell yeah she doing too much  
  
I'm living up in the hills, wine sipping wit mills  
I'm having major type of paper, I ain't tripping off bills (still)  
Show me some respect and accept my coolness  
And don't mistake my kindness to mean I'm foolish  
Use this as a warning, cause I'm starting  
To figure it's some niggas think I'm soft as Charmin  
Pardon me, cause I ain't mad when you get bent  
But I hate when fools mistake me for U.S. spray  
Friends and family, getting after me like repo  
Eat, smoke, choke then want me to throw em a c-note  
You doing too much when you clutching on my touch-tone  
Calling strays over nigga leading months gone  
Conversate for fo' hours, wasting mo' power  
And only get to hit a cold shower  
You faking like you're making more moves than Simpson  
But fronting, pushing buttons, doing nothing but sin  
  
And when a nigga on yo' phone, running up yo' bill  
Trying to tell some hoodrat bitch how he feel  
You know he doing too much, yeah nigga you doing too much  
And when your baby momma crying bout she need some milk  
And you heard some other nigga did been at her tilt  
You know she doing too much, yeah baby you doing too much  
That's real

"
Allman Brothers Band,Get On With Your Life,/a/allman+brothers+band/get+on+with+your+life_20006681.html,"I went around to your house,  
Found you laid up in the bed,  
By early afternoon you were so sloppy drunk,  
You couldn't even raise up your head.  
  
So get on with your life baby,  
Please let me get on with mine.  
These days and your ways are so painful,  
You're just wasting all our precious time, ohhh.  
  
Since first I knew your name,  
I wasn't sure that you really cared.  
Spent most of your time with the other boys,  
And it's been all down hill from there.  
  
So get on with your life baby,  
Please let me get on with mine.  
Each day brings a new confusion,  
Another way to break this poor heart of mine.  
  
I can't begin to count the times that I've told ya,  
You better change all your wicked ways,  
But I'm real sure whatever the number,  
Ah it's the same as the times you laughed in my face.  
  
Won't somebody please wake me from this bad dream,  
I remember my grandmama told me,  
Things ain't always what they seem.  
  
So get on with your life baby,  
Please let me get on with mine.  
'Cause each day brings another confusion,  
It's about to break this poor heart of mine,  
Ohha, gonna lose my only mind, oh baby.  
Don't you break this poor heart of mine.

"
Michael Bolton,Save Me,/m/michael+bolton/save+me_20092472.html,"Tonight I feel like a prisoner  
On fire, waiting desperately  
Denied, sentenced forever more  
Only your love can set me free  
  
I search my heart in vain  
To understand what I'm supposed to do  
Ain't never felt this way  
But there was never anyone like you  
  
[Chorus]  
Lover, you've gotta save me  
Oh, woman, don't you drive me crazy  
Lover, you've gotta save me  
Believe me, you're the one  
Won't you come and save me?  
  
Inside, so deep in the heart of me  
You've got this power I just can't explain  
In this life, this world of insanity  
I'm at your mercy when you call my name  
  
Something in your touch defies all reason  
With you passion rules  
I never felt this much  
But there was never anyone like you  
  
[Chorus]  
  
Take me through this fire, this raging wall of flames  
Only you can break me from these chains  
  
[Chorus]  
  
Save me

"
Mary Black,Message Of Love,/m/mary+black/message+of+love_20089958.html,"Chorus  
A message of love, right to your heart  
Comes from above, to make a new start  
To spark a new flame,  
That will ring the world round  
Playing destiny's game  
And creating her sound in a message  
Of love  
Tell all your friends, our time is here  
We're on our way, the message is clear  
We're an act of creation, now  
And forever  
We're a river of nations  
We're coming together in a message  
Of love  
Chorus  
Spirits of love, spirits of life  
Help us be strong, help us to do right  
Here is our chance, to heal the old scars  
Learn a new way to dance to the song of  
The stars  
With a message of love  
Chorus  
I hear the butterflies dreaming, in the  
Shimmering air  
I feel the power of life, a flowering  
Fire everywhere  
I sing the tree, and the dove the eagle,  
Fox and the hare  
The right to exist is our right, we  
All share  
It's a message of love  
Chorus  
When evening falls, focus your mind  
When spirits call let your body unwind  
And open your heart, and do it today  
And do what is right, and do not delay  
Because a message of love  
Chorus  

"
Rammstein,Feuerrader (English - Wheels Of Fire),/r/rammstein/feurerrder+english+wheels+of+fire_20619542.html,"Put that collar on me  
then I'll go down on my knees  
and begin to bark  
the pain has never been better  
  
Open the cage  
bring me into the realm of stars  
  
Come hurt me slowly  
put chains on me  
and tie the knot tightly  
so that I can laugh  
  
Open the cage  
bring me into the realm of stars  
  
There where the stars have been  
wheels of fire turn  
we celebrate a passion  
the pain is beautiful like you

"
Dusty Springfield,All The King's Horses,/d/dusty+springfield/all+the+kings+horses_20043845.html,"Mmm, my friends keep telling me to pull myself together  
They try to cheer my up but it's not gettin' better  
They say that time will pass and I'll love again some day  
But time is standing still ever since you went away  
  
Now, all the king's horses and all the king's men  
You'll never get me back together again  
'Cause I just fall apart each time I look at you  
No, all the king's and all the king's men  
Are never gonna make me smile again  
How can I smile just knowin' you're with somebody new?, ooh  
  
You had my hopes so high I guess they had to tumble  
And when you left my dream my world began to crumble  
No woman ever found the only missing part  
When you left me behind don't you know you took my heart?  
  
Now, all the king's horses and all the king's men  
You'll never get me back together again  
'Cause I just fall apart each time I look at you, yes I do, now  
All the king's and all the king's men  
You're never gonna make me smile again  
How can I smile just knowin' you're with somebody new?, ooh, yeah, ooh, ahh,
ha  
  
All the king's horses and all the king's men  
You'll never get me back together again  
'Cause I just fall apart each time I look at you, yes I do  
I said, all the king's and all the king's men  
Are never gonna make me smile again  
How can I smile just knowing you're with somebody new?, yeah  
  
All the king's horses and all the king's men  
You'll never get me back together again  
And I just fall apart each time

"
Indigo Girls,Pushing The Needle Too Far,/i/indigo+girls/pushing+the+needle+too+far_20067312.html,"Well I woke up this morning  
Grey dawn  
With a prayer on my breath  
See I lost something precious  
And God'll save me  
From losing myself  
I said I think I know what's wrong  
I think I know what's wrong  
  
Now I met the queen and I understand why  
Why she closed the door  
I'm not making excuses  
But you know I've been there a few times  
You know I was  
I was knocking on the door  
I said I think I know what's wrong  
I think I know what's wrong  
Wrong wrong  
  
There's a man  
He lived in a house  
Had a family of five  
Well he blew up the windows and the doors  
He said ""I just couldn't  
I just couldn't survive""  
We've all been removed  
In one way or another  
We don't know our families  
We don't need our brothers  
We're pushing the needle too far  
Pushing the needle too far  
  
Well if you wake up in the morning  
Grey dawn  
There's a prayer on your breath  
See maybe you lost something precious  
God'll save you  
From losing yourself  
I said I think I know what's wrong  
Let me hear you  
I think I know what's wrong  
  
There's queen who closed the door  
The family that lies  
People who turn  
The cat that has died  
A boy that odds  
A girl with a gun  
The world on its knees  
And a band on the run  
You know you'd help me more  
(The queen who closed the door)  
By not giving in  
(The family that lies)  
You know you'd help me more  
(People who turn)  
By not giving in  
(And the cat that has died)  
You know you'd help me more  
(A boy that odds)  
By not giving in  
(And a girl with a gun)  
I said you'd help me more  
(The world on it's knees)  
Now don't you give in  
(And a band on the run)  
Ah now you'd help me more  
By not giving  
I said don't you dare  
(Not giving in no)  
Don't you dare  
(Not giving in no)  
Don't you dare  
You'd help me more  
By not giving in  
I said you'd help me more  
By not giving in  
I said I  
I think I know what's wrong  
I think I know what's wrong  
We're pushing the needle too far

"
Wilson Phillips,Daniel,/w/wilson+phillips/daniel_20147052.html,"Daniel is traveling tonight on a plane  
I can see the red tail lights heading for Spain  
Oh and, I can see Daniel waving goodbye  
God it loks like Daniel  
Must be the clouds in my eyes  
  
They say Spain's pretty  
Though I've never been  
And Daniel says it's the best place that he's ever seen  
Oh and, he should know 'cause he's been there enough  
Lord I miss Daniel  
Oh I miss him so much  
  
Oh, Daniel my brother  
you are older then me  
Do you still feel the pain  
of the scars that won't heal  
Your eyes have died  
But you see more than I  
Daniel you're a star  
in the face of the sky  
  
I miss Daniel  
Oh I miss him so much  
  
Oh, Daniel my brother  
you are older then me  
Do you still feel the pain  
of the scars that won't heal  
Your eyes have died  
But you see more than I  
Daniel you're a star  
in the face of the sky  
  
Daniel is traveling tonight on a plane  
I can see the red tail lights heading for Spain  
Oh and, I can see Daniel waving goodbye  
God it loks like Daniel  
Must be the clouds in my eyes  
Oh God,  
It looks like Daniel  
Must be the clouds in my eyes  

"
Joni Mitchell,I Don't Know Where I Stand,/j/joni+mitchell/i+dont+know+where+i+stand_20075291.html,"Funny day, looking for laughter and finding it there  
Sunny day, braiding wild flowers and leaves in my hair  
Picked up a pencil and wrote ""I love you"" in my finest hand  
Wanted to send it, but I don't know where I stand  
  
Telephone, even the sound of your voice is still new  
All alone in California and talking to you  
And feeling too foolish and strange to say the words that I had planned  
I guess it's too early, 'cause I don't know where I stand  
  
Crickets call, courting their ladies in star-dappled green  
Thickets tall, until the morning comes up like a dream  
All muted and misty, so drowsy now I'll take what sleep I can  
I know that I miss you, but I don't know where I stand  
I know that I miss you, but I don't know where I stand

"
Yeah Yeah Yeahs,Let Me Know,/y/yeah+yeah+yeahs/let+me+know_20532024.html,"I couldn't see  
I couldn't hear  
Shut me off when you were near  
Like a cloud  
A dusty mirror  
Disappear, you disappear  
  
All of a sudden  
All alone  
I'm calling out  
I'm calling love's gonna let me know  
Like the day you took me home  
We counted every minute left to go  
My love's gonna let you know  
  
Time without you drags me down  
It all feels right with you around  
It all feels light with you around  
Like that night we hit the ground  
And all the lightning sends a chill  
Can't forget about you still  
All of a sudden all alone  
I'm calling out  
I'm calling  
  
Love's gonna let me know  
Like the day you took me home  
We counted every minute left to go  
My love's gonna let you know  
  
Calling love's gonna let me know  
Like the day you took me home  
We counted every minute left to go  
My love's gonna let you know  
  
I'm calling out I'm calling  
I'm calling out I'm calling  
I'm calling out I'm calling  
I'm calling out I'm calling  
I'm calling out I'm calling out

"
Nitty Gritty Dirt Band,Roll The Stone Away,/n/nitty+gritty+dirt+band/roll+the+stone+away_20306188.html,"You can swim in this old river  
It's been delivered  
Since the factory shut down  
And like the river I'm waiting  
  
For resurrection  
Since I lost your affection  
And love left town  
  
There'll be no more crying  
There's no one left to blame  
Love will come out standing  
So roll that stone away  
We were good  
  
But we could have been better  
And the best is what we're after  
When it comes right down to love  
You were always the strong one  
  
Bright as the setting sun  
Go shine somewhere else my love  
Some brand new world (some brand new world)  
There'll be no more crying  
  
There's no one left to blame  
Love will come out standing  
So roll that stone away  
And like that river I'm waiting  
  
For resurrection  
Since I lost your affection  
And love left town (and love left town)  
There'll be no more crying  
  
There's no one left to blame  
Love will come out standing  
So roll that stone roll that stone  
Roll that stone away

"
Eurythmics,We Two Are One,/e/eurythmics/we+two+are+one_20051825.html,"Don't ya worry if you're lonely baby  
I'm at your door...  
Put your trouble down  
Upon me baby  
That's what I'm for...  
  
People like us  
Are too messed up  
To live in solitude  
I'm gonna cure that problem baby  
I'm gonna fix it good...  
  
We two are one  
We two are one  
  
Don't ya know I really love you baby  
And that is sure...  
All the groovy things  
About you baby  
Make me feel secure...  
  
People like us  
Are strong enough  
To hold ourselves together  
Keep the sky from fallin' down  
Yea -  
We're gonna live forever...  
  
We two are one  
We two are one  
  
So put your lovin' arms  
Around me baby  
And hold me tight...  
Give it everything  
You've got now baby  
We'll get it right...  
  
People like us  
Are too messed up  
To live in solitude  
I'm gonna cure that problem baby  
I'm gonna fix it good  
  
We two are one  
We two are one  

"
Vybz Kartel,Push It In (take It Out),/v/vybz+kartel/push+it+in+take+it+out_20994240.html,"Hey baby, how yuh waist full of timing so  
D' road wet and yuh riding so, ah di teacha! Mm  
  
Gyal, mi luv wen ya ride it suh  
Tip up on ya toe den ya ride it suh  
Mi nuh slip so me slide it suh  
Wine up yuh waist line stylish suh  
She say push it in take it out push it in uh  
push it in take it out push it in uh  
She say push it in take it out push it in uh  
push it in take it out push it in uh  
  
Gyal, inna yuh cranium di rum ah explode  
And if di teacha ah mark off up ya black board  
Freaky gyal affi go get di top cone  
Every boring gyal affi go bone a flat bone  
Run off di gyal dem weh dance inna cloud  
And mi luv di gyal dem who say everything ah back new  
You make mi sumn yeah tuffer than a bone  
When you kick it inna eye las if muffler explode  
  
Baby, mi luv wen ya ride it suh  
Tip up on ya toe den ya ride it suh  
Mi nuh slip so me slide it suh  
Wine up yuh waist line stylish suh  
She say push it in take it out push it in uh  
push it in take it out push it in uh  
She say push it in take it out push it in uh  
push it in take it out push it in uh  
  
From inna di club she say ah me she love  
She tell me say she hear say mi know fi do mi stuff  
She tell me say she hear say mi buddy 'nough  
So we soon lef de club bedroom turn up mm  
One a clock still ah do mi stuff ohrr  
3 a clock still ah do mi stuff ohrr  
She say teacha yuh bruk inna yuh luv  
Ah mi luv yuh yuh body worthy you ah no grub  
  
Baby, mi luv wen ya ride it suh  
Tip up on ya toe den ya ride it suh  
Mi nuh slip so me slide it suh  
Wine up yuh waist line stylish suh  
She say push it in take it out push it in uh  
push it in take it out push it in uh  
She say push it in take it out push it in uh  
push it in take it out push it in uh  
  
Hey baby  
How yuh waist full of timing suh  
D road wet and yuh riding suh, ah di teacha! Mm  
  
Gyal, mi luv wen ya ride it suh  
Tip up on ya toe den ya ride it suh  
Mi nuh slip so me slide it suh  
Wine up yuh waist line stylish suh  
She say push it in take it out push it in uh  
push it in take it out push it in uh  
She say push it in take it out push it in uh  
push it in take it out push it in uh  
  
Gyal, inna yuh cranium di rum ah explode  
And if di teacha ah mark off up ya black board  
Freaky gyal affi go get di top cone  
Every boring gyal affi go bone a flat bone  
Run off di gyal dem weh dance inna cloud  
And mi luv di gyal dem who say everything ah back new  
You make mi sumn yeah tuffer than a bone  
When you kick it inna eye as if muffler explode  
  
Baby, mi luv wen ya ride it suh  
Tip up on ya toe den ya ride it suh  
Mi nuh slip so me slide it suh  
Wine up yuh waist line stylish suh  
She say push it in take it out push it in uh  
push it in take it out push it in uh  
She say push it in take it out push it in uh  
push it in take it out push it in uh

"
Extreme,Decadence Dance,/e/extreme/decadence+dance_20052194.html,"Francis!  
Francis! be careful!  
  
Trying so hard to keep up with the Jones's  
Running a rat racing won by our noses  
Always put one foot in front of the other  
And dance to the beat of the decadent drummer  
  
Just buy a brand new pair of Fred Astaire shoes  
Climbing to the top, never gonna stop  
It's the same old song and one two three and dec-a-dance  
  
Dance, dance  
Dance, dance  
Dancing to the decadence dance, dance  
Everybody decadancing  
Dancing to the decadence  
Dancing to the decadence dance  
  
It's hard to stop once the music gets started  
'til the soles of your feet harden up like your heart did  
Stepping in line with the sign of the timer  
Seduced by the tune of the decadent dancer  
  
Just buy a brand new pair of Fred Astaire shoes  
Climbing to the top, never gonna stop  
It's the same old song and one two three and dec-a-dance  
  
Dance, dance  
Dance, dance  
Dancing to the decadence dance, dance  
Everybody decadancing  
Dancing to the decadence  
Dancing to the decadence dance

"
Pogues,Five Green Queens And Jean,/p/pogues/five+green+queens+and+jean_20720185.html,"I recall the moment  
Before it slipped away  
When 5 green queens  
On a black bin bag  
Meant all the world to me  
  
And I recall the moment  
More distant than it seems  
When 5 green queens  
On a black bin bag  
Meant all the world to me  
  
And I recall the moment  
Much closer than it seems  
When 5 green queens  
On a black bin bag  
Meant all the world to me  
  
And I recall the moment  
Before it slipped away  
When 5 green queens  
On a black bin bag  
Meant all the world to me  
  
5 green queens and Jean

"
Yngwie Malmsteen,Razor Eater,/y/yngwie+malmsteen/razor+eater_20531799.html,"You're a being of the darkest descend  
You don't belong anywhere  
You're always hungry, but never content  
All of your sins, you could never bear  
Now you're feeling good  
But you're really dead  
And you're wearing make up and perfume  
In the gallows you were hung  
But now I see you walk instead  
Razor eater  
He'll never ever die  
Razor eater  
He'll never ever die  
Well you kept your secrets  
And locked them up  
Then drained their blood  
As you read your books  
See the show and rink from your cup  
And then hang your darlings  
From the hooks  
Slice them up, no one will ever know  
But still you smell that smell  
And now you're dead since long ago  
You better burn in hell  
Razor eater  
He will never die  
Razor eater  
He will never die  
Razor eater  
Razor eater  
Razor eater  
  

"
You Am I,Sound As Ever,/y/you+am+i/sound+as+ever_20273115.html,"I can read your degree and now give me my medicine  
Cause every drink is a poison and I think I'm Judas Christ again  
She's got a feeling its a sound I'm faking  
I got a feeling each corner's an ending  
Each minute is a dollar you can pay back your parents with  
I got a brand new vein you can tap on in and since  
Now that you've got the power of mercy  
And the chance to figure out just where I've been lately  
Now that you've got a sniff of pharmaceutic  
That can kill anything in my head that's electric  
And I'm alone with sound  
Now that you've got the power prescription  
Please make me interesting  
When I'm all done with sound  
Read my mind  
Cause I won't give sign  
She's got a feeling its a sound I'm faking  
I got a feeling each corner's an ending  
Its all sound....  
  

"
Pearl Jam,Gimme Some Truth,/p/pearl+jam/gimme+some+truth_20206128.html,"I'm sick and tired of hearing things,  
From uptight, short sighted, narrow minded hypocrites,  
All I want is the truth,  
Just gimme some truth,  
I've had enough of reading things,  
By neurotic, psychotic, pig headed politicians,  
All I want is the truth,  
Just give us the truth,  
  
No short haired, yellow bellied, son of George Porgy is  
Gonna mother hubbard, soft soap me with just a pocket full of oil,  
Money for oil,  
Money for oil.  
  
I'm sick to death of seeing things,  
By tight lipped, condescending, mommy's little chauvinists,  
All I want is the truth,  
Just gimme some truth,  
I've had enough of watching scenes,  
Of schizophrenic, egocentric, paranoia prima donnas,  
All I want is the truth,  
Just give us the truth,  
  
No short haired, yellow bellied, son of tricky Dicky is  
Gonna mother hubbard soft soap me with just a pocket full of oil,  
Money for oil,  
Money for oil,  
  
No short haired, yellow bellied, son of George-Porgy is  
Gonna mother hubbard soft soap me with just a pocket full of oil,  
It's money for oil,  
No blood for oil,  
  
I'm sick to death of hearing things,  
From uptight, short sighted, narrow minded hypocrites,  
All I want is the truth,  
Just gimme some truth,  
I've had enough of reading things,  
By neurotic psychotic, homophobic hypocrites,  
All I want is the truth,  
Just give us the truth,  
All we want is the truth,  
Just give us the truth,  
We can handle the truth,  
Just give us some truth,  
Share with us the truth,  
We'll give you our truth

"
Green Day,Outlaws,/g/green+day/outlaws_21110666.html,"[Verse 1]  
Life after youth  
Faded in twilight  
The dawn of a criminal in bloom  
First love  
First forgiveness  
We were delinquants  
Freaks of a faded memory  
  
[Chorus 1]  
Outlaws, When we were forever young  
When we were outlaws  
We're outlaws of redemption, baby  
Hooligans  
We destroyed suburbia  
When we were outlaws  
We're Outlaws of forever, baby  
[Verse 2]  
Scars, broken hearts  
Breaking in cars  
Running in the light of the moon  
Lost souls  
Bottle rockets  
All that we wanted  
It's for our lives beyond stars  
  
[Chorus 1]  
Outlaws, When we were forever young  
When we were outlaws  
We're outlaws of redemption, baby  
Hooligans  
We destroyed suburbia  
When we were outlaws  
We're Outlaws of forever, baby  
  
[Bridge]  
I've got no supervision  
Nothing will change my spirits  
Race around with my innocence  
I'll plead my innocence  
But thats my best defense  
When you are young  
  
[Chorus 2]  
Outlaws, When we were forever young  
When we were outlaws  
We're outlaws of redemption, baby  
Hooligans  
We destroyed suburbia  
When we were outlaws  
We're outlaws all forever  
  
[Outro]  
I found a knife by the railroad track  
You took a train and you can't go back  
Forever now, forever now you'll roam

"
Owl City,Deer In The Headlights,/o/owl+city/deer+in+the+headlights_20908926.html,"Met a girl in the parking lot,  
And all I did was say hello.  
Her pepper spray made it rather hard  
For me to walk her home,  
But I guess that's the way it goes.  
  
[Chorus]  
Tell me again was it love at first sight  
When I walked by and you caught my eye.  
Didn't you know love could shine this bright?  
Well smile because you're the deer in the headlights.  
  
Met a girl with a graceful charm,  
But when beauty met the beast he froze.  
Got the sense I was not her type  
By a black eye and bloody nose,  
But I guess that's the way it goes.  
  
[Chorus]  
  
It's suffocating to say,  
But the female mystique takes my breath away.  
So give me a smile or give me a sneer,  
'Cause I'm trying to guess here.  
  
[Chorus]  
  
Tell me again was it love at first sight  
When I walked by and you caught my eye.  
Didn't you know love could shine this bright?  
If life was a game, you would never play nice.  
If love was a beam, you'd be blind in both eyes.  
Put your sunglasses on 'cause you're a deer in the headlights.  
  
You're the deer in the headlights.  
You're the deer in the headlights.

"
